class name;;number of detected pattern
java.lang.ReflectiveOperationException;;0
java.lang.reflect.GenericSignatureFormatError;;0
java.lang.Terminator;;0
java.lang.invoke.MethodTypeForm;;1
java.lang.Object;;0
java.lang.Number;;0
java.lang.reflect.AccessibleObject;;0
java.lang.invoke.MutableCallSite;;0
java.lang.InstantiationError;;0
java.lang.reflect.Constructor;;0
java.lang.invoke.MethodType;;0
java.lang.invoke.FromGeneric;;0
java.lang.reflect.ReflectPermission;;0
java.lang.ref.SoftReference;;0
java.lang.Character;;0
java.lang.invoke.BoundMethodHandle;;3
java.lang.ProcessBuilder;;0
java.lang.management.ThreadInfo;;1
java.lang.AbstractMethodError;;0
java.lang.InterruptedException;;0
java.lang.String;;1
java.lang.reflect.UndeclaredThrowableException;;0
java.lang.invoke.ToGeneric;;0
java.lang.reflect.InvocationTargetException;;0
java.lang.invoke.CallSite;;0
java.lang.ConditionalSpecialCasing;;0
java.lang.reflect.Modifier;;0
java.lang.NoSuchMethodException;;0
java.lang.ThreadGroup;;1
java.lang.ClassValue;;0
java.lang.ClassFormatError;;0
java.lang.invoke.WrongMethodTypeException;;0
java.lang.invoke.DirectMethodHandle;;0
java.lang.Long;;0
java.lang.invoke.MethodHandleProxies;;0
java.lang.reflect.Field;;0
java.lang.System;;1
java.lang.SecurityException;;0
java.lang.Double;;0
java.lang.ArrayIndexOutOfBoundsException;;0
java.lang.IndexOutOfBoundsException;;0
java.lang.annotation.AnnotationTypeMismatchException;;0
java.lang.Package;;0
java.lang.TypeNotPresentException;;0
java.lang.Integer;;0
java.lang.ClassCircularityError;;0
java.lang.Short;;0
java.lang.invoke.Invokers;;0
java.lang.Error;;0
java.lang.IllegalMonitorStateException;;0
java.lang.Void;;0
java.lang.instrument.IllegalClassFormatException;;0
java.lang.IllegalArgumentException;;0
java.lang.InstantiationException;;0
java.lang.Runtime;;0
java.lang.ref.Finalizer;;0
java.lang.invoke.SwitchPoint;;0
java.lang.invoke.MemberName;;0
java.lang.management.ManagementPermission;;0
java.lang.ExceptionInInitializerError;;0
java.lang.management.MemoryType;;0
java.lang.StringBuffer;;2
java.lang.NoClassDefFoundError;;0
java.lang.ThreadDeath;;0
java.lang.ClassLoader;;2
java.lang.CharacterDataLatin1;;0
java.lang.Shutdown;;0
